,date,time,age,confirmed,deceased
755,2020-05-24,0,80s,491,129
756,2020-05-25,0,0s,149,0
757,2020-05-25,0,10s,637,0
758,2020-05-25,0,20s,3120,0
759,2020-05-25,0,30s,1238,2
760,2020-05-25,0,40s,1483,3
761,2020-05-25,0,50s,1992,15
762,2020-05-25,0,60s,1377,39
763,2020-05-25,0,70s,719,79
764,2020-05-25,0,80s,491,129
765,2020-05-26,0,0s,150,0
766,2020-05-26,0,10s,638,0
767,2020-05-26,0,20s,3123,0
768,2020-05-26,0,30s,1242,2
769,2020-05-26,0,40s,1486,3
770,2020-05-26,0,50s,1996,15
771,2020-05-26,0,60s,1378,39
772,2020-05-26,0,70s,721,79
773,2020-05-26,0,80s,491,131
774,2020-05-27,0,0s,153,0
775,2020-05-27,0,10s,640,0
776,2020-05-27,0,20s,3131,0
777,2020-05-27,0,30s,1248,2
778,2020-05-27,0,40s,1489,3
779,2020-05-27,0,50s,2002,15
780,2020-05-27,0,60s,1386,39
781,2020-05-27,0,70s,724,79
782,2020-05-27,0,80s,492,131
783,2020-05-28,0,0s,155,0
784,2020-05-28,0,10s,644,0
785,2020-05-28,0,20s,3146,0
786,2020-05-28,0,30s,1274,2
787,2020-05-28,0,40s,1503,3
788,2020-05-28,0,50s,2014,15
789,2020-05-28,0,60s,1392,39
790,2020-05-28,0,70s,724,79
791,2020-05-28,0,80s,492,131
792,2020-05-29,0,0s,156,0
793,2020-05-29,0,10s,650,0
794,2020-05-29,0,20s,3158,0
795,2020-05-29,0,30s,1283,2
796,2020-05-29,0,40s,1513,3
797,2020-05-29,0,50s,2023,15
798,2020-05-29,0,60s,1400,39
799,2020-05-29,0,70s,724,79
800,2020-05-29,0,80s,495,131
801,2020-05-30,0,0s,157,0
802,2020-05-30,0,10s,655,0
803,2020-05-30,0,20s,3167,0
804,2020-05-30,0,30s,1285,2
805,2020-05-30,0,40s,1517,3
806,2020-05-30,0,50s,2033,15
807,2020-05-30,0,60s,1404,39
808,2020-05-30,0,70s,725,79
809,2020-05-30,0,80s,498,131
810,2020-05-31,0,0s,157,0
811,2020-05-31,0,10s,655,0
812,2020-05-31,0,20s,3176,0
813,2020-05-31,0,30s,1292,2
814,2020-05-31,0,40s,1521,3
815,2020-05-31,0,50s,2039,15
816,2020-05-31,0,60s,1405,39
817,2020-05-31,0,70s,725,80
818,2020-05-31,0,80s,498,131
819,2020-06-01,0,0s,158,0
820,2020-06-01,0,10s,657,0
821,2020-06-01,0,20s,3178,0
822,2020-06-01,0,30s,1296,2
823,2020-06-01,0,40s,1527,3
824,2020-06-01,0,50s,2052,15
825,2020-06-01,0,60s,1410,39
826,2020-06-01,0,70s,727,80
827,2020-06-01,0,80s,498,132
828,2020-06-02,0,0s,158,0
829,2020-06-02,0,10s,659,0
830,2020-06-02,0,20s,3183,0
831,2020-06-02,0,30s,1299,2
832,2020-06-02,0,40s,1529,3
833,2020-06-02,0,50s,2061,15
834,2020-06-02,0,60s,1421,39
835,2020-06-02,0,70s,732,80
836,2020-06-02,0,80s,499,133
837,2020-06-03,0,0s,159,0
838,2020-06-03,0,10s,661,0
839,2020-06-03,0,20s,3188,0
840,2020-06-03,0,30s,1305,2
841,2020-06-03,0,40s,1534,3
842,2020-06-03,0,50s,2070,15
843,2020-06-03,0,60s,1436,39
844,2020-06-03,0,70s,738,81
845,2020-06-03,0,80s,499,133
846,2020-06-04,0,0s,160,0
847,2020-06-04,0,10s,661,0
848,2020-06-04,0,20s,3193,0
849,2020-06-04,0,30s,1308,2
850,2020-06-04,0,40s,1537,3
851,2020-06-04,0,50s,2079,15
852,2020-06-04,0,60s,1445,39
853,2020-06-04,0,70s,744,81
854,2020-06-04,0,80s,502,133
855,2020-06-05,0,0s,161,0
856,2020-06-05,0,10s,663,0
857,2020-06-05,0,20s,3198,0
858,2020-06-05,0,30s,1310,2
859,2020-06-05,0,40s,1540,3
860,2020-06-05,0,50s,2086,15
861,2020-06-05,0,60s,1455,39
862,2020-06-05,0,70s,751,81
863,2020-06-05,0,80s,504,133
864,2020-06-06,0,0s,164,0
865,2020-06-06,0,10s,664,0
866,2020-06-06,0,20s,3200,0
867,2020-06-06,0,30s,1316,2
868,2020-06-06,0,40s,1551,3
869,2020-06-06,0,50s,2094,15
870,2020-06-06,0,60s,1464,39
871,2020-06-06,0,70s,759,81
872,2020-06-06,0,80s,507,133
873,2020-06-07,0,0s,165,0
874,2020-06-07,0,10s,670,0
875,2020-06-07,0,20s,3203,0
876,2020-06-07,0,30s,1322,2
877,2020-06-07,0,40s,1559,3
878,2020-06-07,0,50s,2105,15
879,2020-06-07,0,60s,1476,39
880,2020-06-07,0,70s,767,81
881,2020-06-07,0,80s,509,133
882,2020-06-08,0,0s,166,0
883,2020-06-08,0,10s,672,0
884,2020-06-08,0,20s,3208,0
885,2020-06-08,0,30s,1324,2
886,2020-06-08,0,40s,1564,3
887,2020-06-08,0,50s,2111,15
888,2020-06-08,0,60s,1487,39
889,2020-06-08,0,70s,770,81
890,2020-06-08,0,80s,512,133
891,2020-06-09,0,0s,166,0
892,2020-06-09,0,10s,672,0
893,2020-06-09,0,20s,3211,0
894,2020-06-09,0,30s,1326,2
895,2020-06-09,0,40s,1568,3
896,2020-06-09,0,50s,2121,15
897,2020-06-09,0,60s,1496,39
898,2020-06-09,0,70s,775,81
899,2020-06-09,0,80s,517,134
900,2020-06-10,0,0s,167,0
901,2020-06-10,0,10s,674,0
902,2020-06-10,0,20s,3217,0
903,2020-06-10,0,30s,1335,2
904,2020-06-10,0,40s,1569,3
905,2020-06-10,0,50s,2128,15
906,2020-06-10,0,60s,1512,39
907,2020-06-10,0,70s,782,81
908,2020-06-10,0,80s,518,136
909,2020-06-11,0,0s,168,0
910,2020-06-11,0,10s,677,0
911,2020-06-11,0,20s,3223,0
912,2020-06-11,0,30s,1345,2
913,2020-06-11,0,40s,1574,3
914,2020-06-11,0,50s,2137,15
915,2020-06-11,0,60s,1517,39
916,2020-06-11,0,70s,787,81
917,2020-06-11,0,80s,519,136
918,2020-06-12,0,0s,168,0
919,2020-06-12,0,10s,680,0
920,2020-06-12,0,20s,3234,0
921,2020-06-12,0,30s,1353,2
922,2020-06-12,0,40s,1575,3
923,2020-06-12,0,50s,2154,15
924,2020-06-12,0,60s,1530,40
925,2020-06-12,0,70s,789,81
926,2020-06-12,0,80s,520,136
927,2020-06-13,0,0s,168,0
928,2020-06-13,0,10s,681,0
929,2020-06-13,0,20s,3243,0
930,2020-06-13,0,30s,1354,2
931,2020-06-13,0,40s,1578,3
932,2020-06-13,0,50s,2163,15
933,2020-06-13,0,60s,1538,40
934,2020-06-13,0,70s,796,81
935,2020-06-13,0,80s,530,136
936,2020-06-14,0,0s,168,0
937,2020-06-14,0,10s,681,0
938,2020-06-14,0,20s,3251,0
939,2020-06-14,0,30s,1357,2
940,2020-06-14,0,40s,1584,3
941,2020-06-14,0,50s,2170,15
942,2020-06-14,0,60s,1546,40
943,2020-06-14,0,70s,797,81
944,2020-06-14,0,80s,531,136
945,2020-06-15,0,0s,170,0
946,2020-06-15,0,10s,681,0
947,2020-06-15,0,20s,3256,0
948,2020-06-15,0,30s,1362,2
949,2020-06-15,0,40s,1595,3
950,2020-06-15,0,50s,2176,15
951,2020-06-15,0,60s,1550,40
952,2020-06-15,0,70s,799,81
953,2020-06-15,0,80s,532,136
954,2020-06-16,0,0s,172,0
955,2020-06-16,0,10s,682,0
956,2020-06-16,0,20s,3259,0
957,2020-06-16,0,30s,1366,2
958,2020-06-16,0,40s,1599,3
959,2020-06-16,0,50s,2182,15
960,2020-06-16,0,60s,1558,40
961,2020-06-16,0,70s,805,81
962,2020-06-16,0,80s,532,137
963,2020-06-17,0,0s,174,0
964,2020-06-17,0,10s,683,0
965,2020-06-17,0,20s,3267,0
966,2020-06-17,0,30s,1380,2
967,2020-06-17,0,40s,1601,3
968,2020-06-17,0,50s,2189,15
969,2020-06-17,0,60s,1561,40
970,2020-06-17,0,70s,810,81
971,2020-06-17,0,80s,533,138
972,2020-06-18,0,0s,175,0
973,2020-06-18,0,10s,684,0
974,2020-06-18,0,20s,3277,0
975,2020-06-18,0,30s,1384,2
976,2020-06-18,0,40s,1607,3
977,2020-06-18,0,50s,2198,15
978,2020-06-18,0,60s,1574,40
979,2020-06-18,0,70s,817,81
980,2020-06-18,0,80s,541,139
981,2020-06-19,0,0s,175,0
982,2020-06-19,0,10s,686,0
983,2020-06-19,0,20s,3285,0
984,2020-06-19,0,30s,1393,2
985,2020-06-19,0,40s,1610,3
986,2020-06-19,0,50s,2210,15
987,2020-06-19,0,60s,1585,40
988,2020-06-19,0,70s,820,81
989,2020-06-19,0,80s,542,139
990,2020-06-20,0,0s,177,0
991,2020-06-20,0,10s,690,0
992,2020-06-20,0,20s,3294,0
993,2020-06-20,0,30s,1406,2
994,2020-06-20,0,40s,1618,3
995,2020-06-20,0,50s,2222,15
996,2020-06-20,0,60s,1598,40
997,2020-06-20,0,70s,823,81
998,2020-06-20,0,80s,545,139
999,2020-06-21,0,0s,177,0
1000,2020-06-21,0,10s,691,0
1001,2020-06-21,0,20s,3299,0
1002,2020-06-21,0,30s,1416,2
1003,2020-06-21,0,40s,1623,3
1004,2020-06-21,0,50s,2230,15
1005,2020-06-21,0,60s,1608,40
1006,2020-06-21,0,70s,829,81
1007,2020-06-21,0,80s,548,139
1008,2020-06-22,0,0s,177,0
1009,2020-06-22,0,10s,692,0
1010,2020-06-22,0,20s,3302,0
1011,2020-06-22,0,30s,1420,2
1012,2020-06-22,0,40s,1624,3
1013,2020-06-22,0,50s,2235,15
1014,2020-06-22,0,60s,1610,40
1015,2020-06-22,0,70s,830,81
1016,2020-06-22,0,80s,548,139
1017,2020-06-23,0,0s,180,0
1018,2020-06-23,0,10s,692,0
1019,2020-06-23,0,20s,3306,0
1020,2020-06-23,0,30s,1429,2
1021,2020-06-23,0,40s,1633,3
1022,2020-06-23,0,50s,2244,15
1023,2020-06-23,0,60s,1617,41
1024,2020-06-23,0,70s,834,81
1025,2020-06-23,0,80s,549,139
1026,2020-06-24,0,0s,182,0
1027,2020-06-24,0,10s,693,0
1028,2020-06-24,0,20s,3309,0
1029,2020-06-24,0,30s,1444,2
1030,2020-06-24,0,40s,1644,3
1031,2020-06-24,0,50s,2254,15
1032,2020-06-24,0,60s,1622,41
1033,2020-06-24,0,70s,836,81
1034,2020-06-24,0,80s,551,139
1035,2020-06-25,0,0s,183,0
1036,2020-06-25,0,10s,696,0
1037,2020-06-25,0,20s,3309,0
1038,2020-06-25,0,30s,1453,2
1039,2020-06-25,0,40s,1646,3
1040,2020-06-25,0,50s,2260,15
1041,2020-06-25,0,60s,1627,41
1042,2020-06-25,0,70s,838,82
1043,2020-06-25,0,80s,551,139
1044,2020-06-26,0,0s,184,0
1045,2020-06-26,0,10s,698,0
1046,2020-06-26,0,20s,3317,0
1047,2020-06-26,0,30s,1463,2
1048,2020-06-26,0,40s,1651,3
1049,2020-06-26,0,50s,2264,15
1050,2020-06-26,0,60s,1633,41
1051,2020-06-26,0,70s,839,82
1052,2020-06-26,0,80s,553,139
1053,2020-06-27,0,0s,185,0
1054,2020-06-27,0,10s,700,0
1055,2020-06-27,0,20s,3331,0
1056,2020-06-27,0,30s,1473,2
1057,2020-06-27,0,40s,1657,3
1058,2020-06-27,0,50s,2269,15
1059,2020-06-27,0,60s,1640,41
1060,2020-06-27,0,70s,843,82
1061,2020-06-27,0,80s,555,139
1062,2020-06-28,0,0s,187,0
1063,2020-06-28,0,10s,703,0
1064,2020-06-28,0,20s,3343,0
1065,2020-06-28,0,30s,1485,2
1066,2020-06-28,0,40s,1667,3
1067,2020-06-28,0,50s,2275,15
1068,2020-06-28,0,60s,1653,41
1069,2020-06-28,0,70s,846,82
1070,2020-06-28,0,80s,556,139
1071,2020-06-29,0,0s,190,0
1072,2020-06-29,0,10s,704,0
1073,2020-06-29,0,20s,3352,0
1074,2020-06-29,0,30s,1490,2
1075,2020-06-29,0,40s,1673,3
1076,2020-06-29,0,50s,2280,15
1077,2020-06-29,0,60s,1665,41
1078,2020-06-29,0,70s,847,82
1079,2020-06-29,0,80s,556,139
1080,2020-06-30,0,0s,193,0
1081,2020-06-30,0,10s,708,0
1082,2020-06-30,0,20s,3362,0
1083,2020-06-30,0,30s,1496,2
1084,2020-06-30,0,40s,1681,3
1085,2020-06-30,0,50s,2286,15
1086,2020-06-30,0,60s,1668,41
1087,2020-06-30,0,70s,850,82
1088,2020-06-30,0,80s,556,139
