,state,positive,negative,totalTestResults,hospitalizedCumulative,recovered,death,hospitalized,total,date_new,state_full,Lat,Long
3146,FL,487132.0,3233865.0,3720997.0,27524.0,,7206.0,27524.0,3724391,2020-08-02,Florida,27.766279,-81.686783
3147,GA,193177.0,1431463.0,1624640.0,19064.0,,3840.0,19064.0,1624640,2020-08-02,Georgia,33.040619,-83.643074
3148,GU,367.0,21685.0,22052.0,,304.0,5.0,,22052,2020-08-02,Guam,13.45,144.78
3149,HI,2197.0,124444.0,126641.0,194.0,1269.0,26.0,194.0,126641,2020-08-02,Hawaii,21.094318,-157.498337
3150,IA,45492.0,438626.0,484118.0,,32952.0,876.0,,484118,2020-08-02,Iowa,42.011539,-93.210526
3151,ID,21114.0,163185.0,183034.0,856.0,7146.0,197.0,856.0,184299,2020-08-02,Idaho,44.240459,-114.478828
3152,IL,183224.0,2596379.0,2779603.0,,,7714.0,,2779603,2020-08-02,Illinois,40.349457,-88.986137
3153,IN,67857.0,701186.0,769043.0,8848.0,47355.0,2975.0,8848.0,769043,2020-08-02,Indiana,39.849426,-86.258278
3154,KS,27812.0,264695.0,292507.0,1751.0,1178.0,358.0,1751.0,292507,2020-08-02,Kansas,38.5266,-96.726486
3155,KY,31185.0,565951.0,594873.0,3782.0,8135.0,742.0,3782.0,597136,2020-08-02,Kentucky,37.66814,-84.670067
3156,LA,119747.0,1259693.0,1379440.0,,74246.0,4007.0,,1379440,2020-08-02,Louisiana,31.169546,-91.867805
3157,MA,118458.0,1096082.0,1621729.0,11936.0,97595.0,8638.0,11936.0,1214540,2020-08-02,Massachusetts,42.230171,-71.530106
3158,MD,90274.0,854512.0,944786.0,12746.0,5713.0,3515.0,12746.0,944786,2020-08-02,Maryland,39.063946,-76.802101
3159,ME,3958.0,168116.0,172074.0,388.0,3387.0,123.0,388.0,172074,2020-08-02,Maine,44.693947,-69.381927
3160,MI,91761.0,1810080.0,1901841.0,,60022.0,6457.0,,1901841,2020-08-02,Michigan,43.326618,-84.536095
3161,MN,55947.0,802394.0,1054962.0,5241.0,48847.0,1654.0,5241.0,858341,2020-08-02,Minnesota,45.694454,-93.900192
3162,MO,51840.0,650627.0,702467.0,,,1253.0,,702467,2020-08-02,Missouri,38.456085,-92.288368
3163,MP,45.0,11719.0,11764.0,4.0,29.0,2.0,4.0,11764,2020-08-02,Northern Mariana Islands,15.09,145.67
3164,MS,60553.0,401592.0,462145.0,4314.0,35071.0,1703.0,4314.0,462145,2020-08-02,Mississippi,32.741646,-89.678696
3165,MT,4193.0,170102.0,174295.0,233.0,2466.0,61.0,233.0,174295,2020-08-02,Montana,46.921925,-110.454353
3166,NC,125219.0,1688291.0,1813510.0,,92302.0,1969.0,,1813510,2020-08-02,North Carolina,35.630066,-79.806419
3167,ND,6649.0,149583.0,311152.0,371.0,5396.0,95.0,371.0,156232,2020-08-02,North Dakota,47.528912,-99.784012
3168,NE,26391.0,250852.0,277243.0,1629.0,19325.0,332.0,1629.0,277243,2020-08-02,Nebraska,41.12537,-98.268082
3169,NH,6613.0,154349.0,240675.0,695.0,5794.0,416.0,695.0,160962,2020-08-02,New Hampshire,43.452492,-71.563896
3170,NJ,182350.0,1963528.0,2145878.0,21565.0,32475.0,15746.0,21565.0,2145878,2020-08-02,New Jersey,40.298904,-74.521011
3171,NM,20796.0,545090.0,565886.0,2703.0,8286.0,651.0,2703.0,565886,2020-08-02,New Mexico,34.840515,-106.248482
3172,NV,50205.0,431914.0,482119.0,,1127.0,832.0,,482119,2020-08-02,Nevada,38.313515,-117.055374
3173,NY,416298.0,5614637.0,6030935.0,89995.0,73222.0,25170.0,89995.0,6030935,2020-08-02,New York,42.165726,-74.948051
3174,OH,93031.0,1424515.0,1517546.0,10900.0,68394.0,3529.0,10900.0,1517546,2020-08-02,Ohio,40.388783,-82.764915
3175,OK,38225.0,599461.0,637686.0,3241.0,30820.0,550.0,3241.0,637686,2020-08-02,Oklahoma,35.565342,-96.928917
3176,OR,19097.0,394560.0,413657.0,1607.0,3872.0,326.0,1607.0,413657,2020-08-02,Oregon,44.572021,-122.070938
3177,PA,113590.0,1130979.0,1244569.0,,86328.0,7209.0,,1244569,2020-08-02,Pennsylvania,40.590752,-77.209755
3178,PR,18411.0,305972.0,324383.0,,,230.0,,324383,2020-08-02,Puerto Rico,18.22,-66.3
3179,RI,19022.0,186994.0,373276.0,2211.0,1823.0,1007.0,2211.0,206016,2020-08-02,Rhode Island,41.680893,-71.51178
3180,SC,91788.0,630469.0,722257.0,5527.0,32859.0,1777.0,5527.0,722257,2020-08-02,South Carolina,33.856892,-80.945007
3181,SD,8955.0,104998.0,113953.0,835.0,7909.0,135.0,835.0,113953,2020-08-02,South Dakota,44.299782,-99.438828
3182,TN,109627.0,1452671.0,1562298.0,4756.0,68471.0,1073.0,4756.0,1562298,2020-08-02,Tennessee,35.747845,-86.692345
3183,TX,430485.0,3317294.0,3747779.0,,282604.0,6837.0,,3747779,2020-08-02,Texas,31.054487,-97.563461
3184,UT,41175.0,495541.0,536716.0,2430.0,29389.0,311.0,2430.0,536716,2020-08-02,Utah,40.150032,-111.862434
3185,VA,91782.0,1048244.0,1136568.0,13280.0,12108.0,2218.0,13280.0,1140341,2020-08-02,Virginia,37.769337,-78.169968
3186,VI,421.0,8868.0,9289.0,,341.0,8.0,,9346,2020-08-02,Virgin Islands,18.04,-64.84
3187,VT,1426.0,95255.0,96681.0,,1238.0,57.0,,96681,2020-08-02,Vermont,44.045876,-72.710686
3188,WA,60588.0,1049497.0,1110085.0,5655.0,,1592.0,5655.0,1110085,2020-08-02,Washington,47.400902,-121.490494
3189,WI,58990.0,904666.0,963656.0,4717.0,43964.0,955.0,4717.0,963778,2020-08-02,Wisconsin,44.268543,-89.616508
3190,WV,6854.0,284358.0,291212.0,,4897.0,117.0,,291212,2020-08-02,West Virginia,38.491226,-80.954453
3191,WY,2808.0,50573.0,53381.0,167.0,2173.0,26.0,167.0,53381,2020-08-02,Wyoming,42.755966,-107.30249
3192,AK,3827.0,234806.0,238633.0,,930.0,24.0,,238633,2020-08-01,Alaska,61.370716,-152.404419
3193,AL,89349.0,608022.0,694802.0,10521.0,35401.0,1603.0,10521.0,697371,2020-08-01,Alabama,32.806671,-86.79113
3194,AR,43173.0,471408.0,514581.0,2852.0,36034.0,460.0,2852.0,514581,2020-08-01,Arkansas,34.969704,-92.373123
3195,AS,0.0,1267.0,1267.0,,,0.0,,1267,2020-08-01,American Samoa,-14.2,-170.69
3196,AZ,177002.0,771648.0,948650.0,11346.0,23064.0,3747.0,11346.0,948650,2020-08-01,Arizona,33.729759,-111.431221
3197,CA,500130.0,7386457.0,7886587.0,,,9224.0,,7886587,2020-08-01,California,36.116203,-119.681564
3198,CO,46809.0,486594.0,691365.0,6441.0,5334.0,1691.0,6441.0,533403,2020-08-01,Colorado,39.059811,-105.311104
3199,CT,49810.0,744186.0,793996.0,10807.0,8613.0,4432.0,10807.0,793996,2020-08-01,Connecticut,41.597782,-72.755371
3200,DC,12205.0,181576.0,193781.0,,9816.0,585.0,,193781,2020-08-01,District of Columbia,38.897438,-77.026817
3201,DE,14877.0,168019.0,182896.0,,8212.0,585.0,,182896,2020-08-01,Delaware,39.318523,-75.507141
3202,FL,480028.0,3199415.0,3679443.0,27344.0,,7144.0,27344.0,3682852,2020-08-01,Florida,27.766279,-81.686783
3203,GA,190012.0,1406073.0,1596085.0,18995.0,,3825.0,18995.0,1596085,2020-08-01,Georgia,33.040619,-83.643074
3204,GU,367.0,21685.0,22052.0,,304.0,5.0,,22052,2020-08-01,Guam,13.45,144.78
3205,HI,2111.0,121140.0,123251.0,179.0,1243.0,26.0,179.0,123251,2020-08-01,Hawaii,21.094318,-157.498337
3206,IA,44976.0,433994.0,478970.0,,32819.0,872.0,,478970,2020-08-01,Iowa,42.011539,-93.210526
3207,ID,20721.0,161152.0,180615.0,850.0,6998.0,189.0,850.0,181873,2020-08-01,Idaho,44.240459,-114.478828
3208,IL,181757.0,2558901.0,2740658.0,,,7700.0,,2740658,2020-08-01,Illinois,40.349457,-88.986137
3209,IN,67122.0,691484.0,758606.0,8781.0,46955.0,2971.0,8781.0,758606,2020-08-01,Indiana,39.849426,-86.258278
3210,KS,27812.0,264695.0,292507.0,1751.0,1178.0,358.0,1751.0,292507,2020-08-01,Kansas,38.5266,-96.726486
3211,KY,30723.0,565951.0,594873.0,3782.0,8135.0,740.0,3782.0,596674,2020-08-01,Kentucky,37.66814,-84.670067
3212,LA,116280.0,1225963.0,1342243.0,,74246.0,3949.0,,1342243,2020-08-01,Louisiana,31.169546,-91.867805
3213,MA,118040.0,1083123.0,1613551.0,11930.0,97595.0,8626.0,11930.0,1201163,2020-08-01,Massachusetts,42.230171,-71.530106
3214,MD,89365.0,839989.0,929354.0,12672.0,5713.0,3506.0,12672.0,929354,2020-08-01,Maryland,39.063946,-76.802101
3215,ME,3937.0,165809.0,169746.0,388.0,3377.0,123.0,388.0,169746,2020-08-01,Maine,44.693947,-69.381927
3216,MI,91332.0,1785498.0,1876830.0,,60022.0,6457.0,,1876830,2020-08-01,Michigan,43.326618,-84.536095
3217,MN,55188.0,791080.0,1040317.0,5208.0,48119.0,1646.0,5208.0,846268,2020-08-01,Minnesota,45.694454,-93.900192
3218,MO,51258.0,645487.0,696745.0,,,1253.0,,696745,2020-08-01,Missouri,38.456085,-92.288368
3219,MP,42.0,11719.0,11761.0,4.0,29.0,2.0,4.0,11761,2020-08-01,Northern Mariana Islands,15.09,145.67
3220,MS,59881.0,401592.0,461473.0,4314.0,35071.0,1693.0,4314.0,461473,2020-08-01,Mississippi,32.741646,-89.678696
3221,MT,4081.0,167472.0,171553.0,230.0,2456.0,61.0,230.0,171553,2020-08-01,Montana,46.921925,-110.454353
3222,NC,123878.0,1662534.0,1786412.0,,92302.0,1964.0,,1786412,2020-08-01,North Carolina,35.630066,-79.806419
3223,ND,6593.0,149583.0,307324.0,371.0,5396.0,95.0,371.0,156176,2020-08-01,North Dakota,47.528912,-99.784012
3224,NE,26211.0,249048.0,275259.0,1622.0,19172.0,332.0,1622.0,275259,2020-08-01,Nebraska,41.12537,-98.268082
3225,NH,6613.0,154349.0,237035.0,695.0,5794.0,416.0,695.0,160962,2020-08-01,New Hampshire,43.452492,-71.563896
3226,NJ,182029.0,1914669.0,2096698.0,21565.0,32475.0,15740.0,21565.0,2096698,2020-08-01,New Jersey,40.298904,-74.521011
3227,NM,20600.0,537412.0,558012.0,2686.0,8139.0,642.0,2686.0,558012,2020-08-01,New Mexico,34.840515,-106.248482
3228,NV,49074.0,425146.0,474220.0,,1127.0,832.0,,474220,2020-08-01,Nevada,38.313515,-117.055374
3229,NY,415767.0,5556207.0,5971974.0,89995.0,73134.0,25164.0,89995.0,5971974,2020-08-01,New York,42.165726,-74.948051
3230,OH,92087.0,1400816.0,1492903.0,10857.0,67319.0,3515.0,10857.0,1492903,2020-08-01,Ohio,40.388783,-82.764915
3231,OK,37731.0,599461.0,637192.0,3228.0,30282.0,549.0,3228.0,637192,2020-08-01,Oklahoma,35.565342,-96.928917
3232,OR,18817.0,390799.0,409616.0,1607.0,3872.0,325.0,1607.0,409616,2020-08-01,Oregon,44.572021,-122.070938
3233,PA,112936.0,1119386.0,1232322.0,,85831.0,7204.0,,1232322,2020-08-01,Pennsylvania,40.590752,-77.209755
3234,PR,17872.0,305972.0,323844.0,,,225.0,,323844,2020-08-01,Puerto Rico,18.22,-66.3
3235,RI,19022.0,186994.0,369302.0,2211.0,1823.0,1007.0,2211.0,206016,2020-08-01,Rhode Island,41.680893,-71.51178
3236,SC,90599.0,621270.0,711869.0,5527.0,32859.0,1751.0,5527.0,711869,2020-08-01,South Carolina,33.856892,-80.945007
3237,SD,8867.0,104065.0,112932.0,832.0,7820.0,134.0,832.0,112932,2020-08-01,South Dakota,44.299782,-99.438828
3238,TN,108184.0,1434669.0,1542853.0,4724.0,67651.0,1067.0,4724.0,1542853,2020-08-01,Tennessee,35.747845,-86.692345
3239,TX,430485.0,3317294.0,3747779.0,,282604.0,6837.0,,3747779,2020-08-01,Texas,31.054487,-97.563461
3240,UT,40702.0,492558.0,533260.0,2412.0,28747.0,310.0,2412.0,533260,2020-08-01,Utah,40.150032,-111.862434
3241,VA,90801.0,1036560.0,1123927.0,13263.0,12007.0,2215.0,13263.0,1127713,2020-08-01,Virginia,37.769337,-78.169968
3242,VI,421.0,8868.0,9289.0,,341.0,8.0,,9346,2020-08-01,Virgin Islands,18.04,-64.84
3243,VT,1421.0,93971.0,95392.0,,1231.0,57.0,,95392,2020-08-01,Vermont,44.045876,-72.710686
3244,WA,60360.0,1044938.0,1105298.0,5568.0,,1564.0,5568.0,1105298,2020-08-01,Washington,47.400902,-121.490494
3245,WI,58058.0,895945.0,954003.0,4681.0,43284.0,954.0,4681.0,954160,2020-08-01,Wisconsin,44.268543,-89.616508
3246,WV,6735.0,280489.0,287224.0,,4858.0,116.0,,287224,2020-08-01,West Virginia,38.491226,-80.954453
3247,WY,2769.0,50573.0,53342.0,167.0,2153.0,26.0,167.0,53342,2020-08-01,Wyoming,42.755966,-107.30249
3248,AK,3677.0,229429.0,233106.0,,898.0,23.0,,233106,2020-07-31,Alaska,61.370716,-152.404419
3249,AL,87723.0,601744.0,687022.0,10521.0,35401.0,1580.0,10521.0,689467,2020-07-31,Alabama,32.806671,-86.79113
3250,AR,42511.0,460958.0,502717.0,2852.0,35413.0,453.0,2852.0,503469,2020-07-31,Arkansas,34.969704,-92.373123
3251,AS,0.0,1037.0,1037.0,,,0.0,,1037,2020-07-31,American Samoa,-14.2,-170.69
3252,AZ,174010.0,759733.0,933743.0,11260.0,22714.0,3694.0,11260.0,933743,2020-07-31,Arizona,33.729759,-111.431221
3253,CA,493588.0,7317453.0,7811041.0,,,9005.0,,7811041,2020-07-31,California,36.116203,-119.681564
3254,CO,46204.0,480142.0,678823.0,6413.0,5309.0,1691.0,6413.0,526346,2020-07-31,Colorado,39.059811,-105.311104
3255,CT,49810.0,744186.0,793996.0,10807.0,8613.0,4432.0,10807.0,793996,2020-07-31,Connecticut,41.597782,-72.755371
3256,DC,12126.0,176615.0,188741.0,,9816.0,585.0,,188741,2020-07-31,District of Columbia,38.897438,-77.026817
3257,DE,14788.0,166259.0,181047.0,,8179.0,585.0,,181047,2020-07-31,Delaware,39.318523,-75.507141
3258,FL,470386.0,3157702.0,3628088.0,26905.0,,6966.0,26905.0,3631451,2020-07-31,Florida,27.766279,-81.686783
3259,GA,186352.0,1388335.0,1574687.0,18689.0,,3752.0,18689.0,1574687,2020-07-31,Georgia,33.040619,-83.643074
3260,GU,356.0,21526.0,21882.0,,304.0,5.0,,21882,2020-07-31,Guam,13.45,144.78
3261,HI,1989.0,119379.0,121368.0,177.0,1226.0,26.0,177.0,121368,2020-07-31,Hawaii,21.094318,-157.498337
3262,IA,44582.0,429830.0,474412.0,,32578.0,867.0,,474412,2020-07-31,Iowa,42.011539,-93.210526
3263,ID,20246.0,158864.0,177884.0,835.0,6744.0,177.0,835.0,179110,2020-07-31,Idaho,44.240459,-114.478828
3264,IL,180118.0,2520731.0,2700849.0,,,7692.0,,2700849,2020-07-31,Illinois,40.349457,-88.986137
3265,IN,66154.0,681229.0,747383.0,8727.0,46466.0,2965.0,8727.0,747383,2020-07-31,Indiana,39.849426,-86.258278
3266,KS,27812.0,264695.0,292507.0,1751.0,1178.0,358.0,1751.0,292507,2020-07-31,Kansas,38.5266,-96.726486
3267,KY,30151.0,557672.0,586076.0,3314.0,7481.0,735.0,3314.0,587823,2020-07-31,Kentucky,37.66814,-84.670067
3268,LA,116280.0,1225963.0,1342243.0,,74246.0,3949.0,,1342243,2020-07-31,Louisiana,31.169546,-91.867805
3269,MA,117612.0,1070818.0,1602496.0,11908.0,97595.0,8609.0,11908.0,1188430,2020-07-31,Massachusetts,42.230171,-71.530106
3270,MD,88346.0,822845.0,911191.0,12593.0,5689.0,3493.0,12593.0,911191,2020-07-31,Maryland,39.063946,-76.802101
3271,ME,3912.0,163255.0,167167.0,388.0,3361.0,123.0,388.0,167167,2020-07-31,Maine,44.693947,-69.381927
3272,MI,90574.0,1753873.0,1844447.0,,57502.0,6450.0,,1844447,2020-07-31,Michigan,43.326618,-84.536095
3273,MN,54463.0,779891.0,1024916.0,5155.0,47289.0,1640.0,5155.0,834354,2020-07-31,Minnesota,45.694454,-93.900192
3274,MO,50323.0,636450.0,686773.0,,,1243.0,,686773,2020-07-31,Missouri,38.456085,-92.288368
3275,MP,42.0,11719.0,11761.0,4.0,29.0,2.0,4.0,11761,2020-07-31,Northern Mariana Islands,15.09,145.67
3276,MS,58747.0,395758.0,454505.0,4276.0,35071.0,1663.0,4276.0,454505,2020-07-31,Mississippi,32.741646,-89.678696
3277,MT,3965.0,166005.0,169970.0,230.0,2331.0,60.0,230.0,169970,2020-07-31,Montana,46.921925,-110.454353
3278,NC,122148.0,1634954.0,1757102.0,,92302.0,1924.0,,1757102,2020-07-31,North Carolina,35.630066,-79.806419
3279,ND,6461.0,147495.0,301509.0,364.0,5289.0,95.0,364.0,153956,2020-07-31,North Dakota,47.528912,-99.784012
3280,NE,25766.0,245190.0,270956.0,1610.0,18997.0,328.0,1610.0,270956,2020-07-31,Nebraska,41.12537,-98.268082
3281,NH,6544.0,151765.0,234028.0,692.0,5722.0,415.0,692.0,158309,2020-07-31,New Hampshire,43.452492,-71.563896
3282,NJ,181660.0,1914669.0,2096329.0,21565.0,32475.0,15728.0,21565.0,2096329,2020-07-31,New Jersey,40.298904,-74.521011
3283,NM,20388.0,531249.0,551637.0,2667.0,8015.0,635.0,2667.0,551637,2020-07-31,New Mexico,34.840515,-106.248482
3284,NV,48088.0,421815.0,469903.0,,1127.0,830.0,,469903,2020-07-31,Nevada,38.313515,-117.055374
3285,NY,415014.0,5474223.0,5889237.0,89995.0,73055.0,25150.0,89995.0,5889237,2020-07-31,New York,42.165726,-74.948051
3286,OH,91159.0,1377175.0,1468334.0,10790.0,65788.0,3489.0,10790.0,1468334,2020-07-31,Ohio,40.388783,-82.764915
3287,OK,36487.0,589091.0,625578.0,3161.0,29187.0,541.0,3161.0,625578,2020-07-31,Oklahoma,35.565342,-96.928917
3288,OR,18492.0,385701.0,404193.0,1607.0,3872.0,322.0,1607.0,404193,2020-07-31,Oregon,44.572021,-122.070938
3289,PA,112048.0,1104824.0,1216872.0,,84036.0,7189.0,,1216872,2020-07-31,Pennsylvania,40.590752,-77.209755
3290,PR,16781.0,305972.0,322753.0,,,219.0,,322753,2020-07-31,Puerto Rico,18.22,-66.3
3291,RI,19022.0,186994.0,364126.0,2211.0,1823.0,1007.0,2211.0,206016,2020-07-31,Rhode Island,41.680893,-71.51178
3292,SC,89016.0,603819.0,692835.0,5117.0,32859.0,1712.0,5117.0,692835,2020-07-31,South Carolina,33.856892,-80.945007
3293,SD,8764.0,102871.0,111635.0,824.0,7761.0,130.0,824.0,111635,2020-07-31,South Dakota,44.299782,-99.438828
3294,TN,105959.0,1407446.0,1513405.0,4661.0,66357.0,1060.0,4661.0,1513405,2020-07-31,Tennessee,35.747845,-86.692345
3295,TX,420946.0,3248806.0,3669752.0,,273191.0,6569.0,,3669752,2020-07-31,Texas,31.054487,-97.563461
3296,UT,40196.0,488714.0,528910.0,2377.0,28130.0,304.0,2377.0,528910,2020-07-31,Utah,40.150032,-111.862434
3297,VA,89888.0,1020859.0,1107360.0,13271.0,11937.0,2174.0,13271.0,1111196,2020-07-31,Virginia,37.769337,-78.169968
3298,VI,406.0,8775.0,9181.0,,338.0,8.0,,9193,2020-07-31,Virgin Islands,18.04,-64.84
3299,VT,1414.0,92954.0,94368.0,,1211.0,57.0,,94368,2020-07-31,Vermont,44.045876,-72.710686
3300,WA,59950.0,1036352.0,1096302.0,5568.0,,1564.0,5568.0,1096302,2020-07-31,Washington,47.400902,-121.490494
3301,WI,56934.0,882149.0,939083.0,4637.0,42317.0,941.0,4637.0,939215,2020-07-31,Wisconsin,44.268543,-89.616508
3302,WV,6642.0,277346.0,283988.0,,4815.0,116.0,,283988,2020-07-31,West Virginia,38.491226,-80.954453
3303,WY,2726.0,50573.0,53299.0,166.0,2123.0,26.0,166.0,53299,2020-07-31,Wyoming,42.755966,-107.30249
3304,AK,3559.0,221498.0,225057.0,,885.0,23.0,,225057,2020-07-30,Alaska,61.370716,-152.404419
3305,AL,85762.0,594346.0,677841.0,10070.0,35401.0,1565.0,10070.0,680108,2020-07-30,Alabama,32.806671,-86.79113
3306,AR,41759.0,460958.0,502717.0,2747.0,34737.0,442.0,2747.0,502717,2020-07-30,Arkansas,34.969704,-92.373123
3307,AS,0.0,1037.0,1037.0,,,0.0,,1037,2020-07-30,American Samoa,-14.2,-170.69
3308,AZ,170798.0,742468.0,913266.0,11172.0,22358.0,3626.0,11172.0,913266,2020-07-30,Arizona,33.729759,-111.431221
3309,CA,485502.0,7148338.0,7633840.0,,,8909.0,,7633840,2020-07-30,California,36.116203,-119.681564
3310,CO,45796.0,473876.0,668245.0,6398.0,5277.0,1688.0,6398.0,519672,2020-07-30,Colorado,39.059811,-105.311104
3311,CT,49670.0,729058.0,778728.0,10807.0,8613.0,4431.0,10807.0,778728,2020-07-30,Connecticut,41.597782,-72.755371
3312,DC,12057.0,170933.0,182990.0,,9777.0,584.0,,182990,2020-07-30,District of Columbia,38.897438,-77.026817
3313,DE,14689.0,164174.0,178863.0,,8140.0,581.0,,178863,2020-07-30,Delaware,39.318523,-75.507141
3314,FL,461379.0,3117738.0,3579117.0,26386.0,,6709.0,26386.0,3582421,2020-07-30,Florida,27.766279,-81.686783
3315,GA,182286.0,1359103.0,1541389.0,18303.0,,3671.0,18303.0,1541389,2020-07-30,Georgia,33.040619,-83.643074
3316,GU,354.0,21188.0,21542.0,,297.0,5.0,,21542,2020-07-30,Guam,13.45,144.78
3317,HI,1865.0,117347.0,119212.0,173.0,1215.0,26.0,173.0,119212,2020-07-30,Hawaii,21.094318,-157.498337
3318,IA,44038.0,425060.0,469098.0,,31835.0,857.0,,469098,2020-07-30,Iowa,42.011539,-93.210526
3319,ID,19679.0,155840.0,174343.0,808.0,6472.0,173.0,808.0,175519,2020-07-30,Idaho,44.240459,-114.478828
3320,IL,178138.0,2472890.0,2651028.0,,,7670.0,,2651028,2020-07-30,Illinois,40.349457,-88.986137
3321,IN,65253.0,670595.0,735848.0,8667.0,45751.0,2946.0,8667.0,735848,2020-07-30,Indiana,39.849426,-86.258278
3322,KS,26870.0,258079.0,284949.0,1700.0,1149.0,349.0,1700.0,284949,2020-07-30,Kansas,38.5266,-96.726486
3323,KY,29386.0,549920.0,577636.0,3304.0,7590.0,731.0,3304.0,579306,2020-07-30,Kentucky,37.66814,-84.670067
3324,LA,114481.0,1202909.0,1317390.0,,74246.0,3925.0,,1317390,2020-07-30,Louisiana,31.169546,-91.867805
3325,MA,117098.0,1052054.0,1580970.0,11893.0,97595.0,8595.0,11893.0,1169152,2020-07-30,Massachusetts,42.230171,-71.530106
3326,MD,87177.0,806788.0,893965.0,12500.0,5592.0,3488.0,12500.0,893965,2020-07-30,Maryland,39.063946,-76.802101
3327,ME,3888.0,160919.0,164807.0,386.0,3345.0,122.0,386.0,164807,2020-07-30,Maine,44.693947,-69.381927
3328,MI,89781.0,1723397.0,1813178.0,,57502.0,6443.0,,1813178,2020-07-30,Michigan,43.326618,-84.536095
3329,MN,53692.0,954190.0,1007882.0,5112.0,46965.0,1634.0,5112.0,1007882,2020-07-30,Minnesota,45.694454,-93.900192
3330,MO,48834.0,626299.0,675133.0,,,1233.0,,675133,2020-07-30,Missouri,38.456085,-92.288368
3331,MP,42.0,11719.0,11761.0,4.0,29.0,2.0,4.0,11761,2020-07-30,Northern Mariana Islands,15.09,145.67
3332,MS,57579.0,392302.0,449881.0,4213.0,35071.0,1611.0,4213.0,449881,2020-07-30,Mississippi,32.741646,-89.678696
3333,MT,3814.0,164802.0,168616.0,221.0,2240.0,55.0,221.0,168616,2020-07-30,Montana,46.921925,-110.454353
3334,NC,120194.0,1604730.0,1724924.0,,92302.0,1903.0,,1724924,2020-07-30,North Carolina,35.630066,-79.806419
3335,ND,6294.0,145560.0,296478.0,356.0,5181.0,95.0,356.0,151854,2020-07-30,North Dakota,47.528912,-99.784012
3336,NE,25422.0,241471.0,266893.0,1610.0,18802.0,324.0,1610.0,266893,2020-07-30,Nebraska,41.12537,-98.268082
3337,NH,6513.0,150884.0,231494.0,690.0,5710.0,411.0,690.0,157397,2020-07-30,New Hampshire,43.452492,-71.563896
3338,NJ,180970.0,1878594.0,2059564.0,21565.0,32423.0,15717.0,21565.0,2059564,2020-07-30,New Jersey,40.298904,-74.521011
3339,NM,20136.0,524475.0,544611.0,2643.0,7817.0,632.0,2643.0,544611,2020-07-30,New Mexico,34.840515,-106.248482
3340,NV,46824.0,416821.0,463645.0,,1085.0,801.0,,463645,2020-07-30,Nevada,38.313515,-117.055374
3341,NY,414370.0,5405998.0,5820368.0,89995.0,72973.0,25145.0,89995.0,5820368,2020-07-30,New York,42.165726,-74.948051
3342,OH,89626.0,1356846.0,1446472.0,10678.0,64311.0,3442.0,10678.0,1446472,2020-07-30,Ohio,40.388783,-82.764915
3343,OK,35740.0,579276.0,615016.0,3104.0,28411.0,536.0,3104.0,615016,2020-07-30,Oklahoma,35.565342,-96.928917
3344,OR,18131.0,380508.0,398639.0,1587.0,3835.0,316.0,1587.0,398639,2020-07-30,Oregon,44.572021,-122.070938
3345,PA,111078.0,1088859.0,1199937.0,,83308.0,7176.0,,1199937,2020-07-30,Pennsylvania,40.590752,-77.209755
3346,PR,16572.0,305972.0,322544.0,,,214.0,,322544,2020-07-30,Puerto Rico,18.22,-66.3
3347,RI,18950.0,185569.0,360095.0,2202.0,1813.0,1007.0,2202.0,204519,2020-07-30,Rhode Island,41.680893,-71.51178
3348,SC,87572.0,603819.0,691391.0,5117.0,32859.0,1667.0,5117.0,691391,2020-07-30,South Carolina,33.856892,-80.945007
3349,SD,8685.0,101660.0,110345.0,815.0,7690.0,129.0,815.0,110345,2020-07-30,South Dakota,44.299782,-99.438828
3350,TN,102871.0,1377941.0,1480812.0,4572.0,64234.0,1033.0,4572.0,1480812,2020-07-30,Tennessee,35.747845,-86.692345
