,state,positive,negative,totalTestResults,hospitalizedCumulative,recovered,death,hospitalized,total,date_new,state_full,Lat,Long
8882,NJ,95865.0,95794.0,191659.0,,,6278.0,,191659,2020-04-22,New Jersey,40.298904,-74.521011
8883,NM,2072.0,38805.0,40877.0,306.0,529.0,65.0,306.0,40877,2020-04-22,New Mexico,34.840515,-106.248482
8884,NV,4081.0,29807.0,33888.0,,,201.0,,33888,2020-04-22,Nevada,38.313515,-117.055374
8885,NY,257216.0,412766.0,669982.0,68773.0,42308.0,15302.0,68773.0,669982,2020-04-22,New York,42.165726,-74.948051
8886,OH,14117.0,84389.0,98506.0,2882.0,,610.0,2882.0,98506,2020-04-22,Ohio,40.388783,-82.764915
8887,OK,2894.0,43019.0,45913.0,588.0,1772.0,170.0,588.0,45913,2020-04-22,Oklahoma,35.565342,-96.928917
8888,OR,2059.0,39126.0,41185.0,488.0,,78.0,488.0,41185,2020-04-22,Oregon,44.572021,-122.070938
8889,PA,35684.0,136272.0,171956.0,,,1622.0,,171956,2020-04-22,Pennsylvania,40.590752,-77.209755
8890,PR,915.0,8842.0,9757.0,,,67.0,,11711,2020-04-22,Puerto Rico,18.22,-66.3
8891,RI,6354.0,34528.0,43233.0,717.0,315.0,201.0,717.0,40882,2020-04-22,Rhode Island,41.680893,-71.51178
8892,SC,4761.0,38350.0,43111.0,837.0,3317.0,140.0,837.0,43111,2020-04-22,South Carolina,33.856892,-80.945007
8893,SD,1858.0,11588.0,13446.0,111.0,937.0,8.0,111.0,13446,2020-04-22,South Dakota,44.299782,-99.438828
8894,TN,7842.0,107138.0,114980.0,775.0,4012.0,166.0,775.0,114980,2020-04-22,Tennessee,35.747845,-86.692345
8895,TX,21069.0,195714.0,216783.0,,7341.0,543.0,,216783,2020-04-22,Texas,31.054487,-97.563461
8896,UT,3445.0,73015.0,76460.0,288.0,970.0,34.0,288.0,76460,2020-04-22,Utah,40.150032,-111.862434
8897,VA,10266.0,50512.0,77795.0,1659.0,1497.0,349.0,1659.0,61255,2020-04-22,Virginia,37.769337,-78.169968
8898,VI,54.0,583.0,637.0,,48.0,3.0,,668,2020-04-22,Virgin Islands,18.04,-64.84
8899,VT,831.0,12097.0,12928.0,,,40.0,,12928,2020-04-22,Vermont,44.045876,-72.710686
8900,WA,13476.0,166469.0,179945.0,,,647.0,,179945,2020-04-22,Washington,47.400902,-121.490494
8901,WI,5766.0,49502.0,55268.0,1302.0,,246.0,1302.0,55497,2020-04-22,Wisconsin,44.268543,-89.616508
8902,WV,939.0,24897.0,25836.0,,330.0,26.0,,25836,2020-04-22,West Virginia,38.491226,-80.954453
8903,WY,322.0,7301.0,7623.0,52.0,254.0,6.0,52.0,7623,2020-04-22,Wyoming,42.755966,-107.30249
8904,AK,329.0,10790.0,11119.0,36.0,168.0,9.0,36.0,11119,2020-04-21,Alaska,61.370716,-152.404419
8905,AL,5231.0,43295.0,48526.0,699.0,,177.0,699.0,48526,2020-04-21,Alabama,32.806671,-86.79113
8906,AR,2227.0,25214.0,27441.0,291.0,809.0,43.0,291.0,27441,2020-04-21,Arkansas,34.969704,-92.373123
8907,AS,0.0,3.0,3.0,,,,,20,2020-04-21,American Samoa,-14.2,-170.69
8908,AZ,5251.0,49901.0,55152.0,1484.0,1155.0,208.0,1484.0,55152,2020-04-21,Arizona,33.729759,-111.431221
8909,CA,33261.0,266839.0,300100.0,,,1268.0,,300100,2020-04-21,California,36.116203,-119.681564
8910,CO,10106.0,37360.0,52768.0,1880.0,,449.0,1880.0,47466,2020-04-21,Colorado,39.059811,-105.311104
8911,CT,20360.0,43832.0,64192.0,,,1423.0,,64192,2020-04-21,Connecticut,41.597782,-72.755371
8912,DC,3098.0,11841.0,14939.0,,636.0,112.0,,14939,2020-04-21,District of Columbia,38.897438,-77.026817
8913,DE,2931.0,12935.0,15866.0,,565.0,104.0,,15866,2020-04-21,Delaware,39.318523,-75.507141
8914,FL,27495.0,249564.0,277059.0,4235.0,,856.0,4235.0,278262,2020-04-21,Florida,27.766279,-81.686783
8915,GA,19881.0,68259.0,88140.0,3779.0,,799.0,3779.0,88140,2020-04-21,Georgia,33.040619,-83.643074
8916,GU,133.0,1033.0,1166.0,,114.0,5.0,,1166,2020-04-21,Guam,13.45,144.78
8917,HI,584.0,24112.0,24696.0,55.0,423.0,10.0,55.0,24696,2020-04-21,Hawaii,21.094318,-157.498337
8918,IA,3641.0,23974.0,27615.0,,1293.0,83.0,,27615,2020-04-21,Iowa,42.011539,-93.210526
8919,ID,1736.0,16071.0,17807.0,157.0,660.0,48.0,157.0,17807,2020-04-21,Idaho,44.240459,-114.478828
8920,IL,33059.0,121938.0,154997.0,,,1468.0,,154997,2020-04-21,Illinois,40.349457,-88.986137
8921,IN,12097.0,55167.0,67264.0,,,630.0,,67264,2020-04-21,Indiana,39.849426,-86.258278
8922,KS,2025.0,17076.0,19101.0,419.0,,107.0,419.0,19101,2020-04-21,Kansas,38.5266,-96.726486
8923,KY,3050.0,29770.0,32820.0,1059.0,1174.0,154.0,1059.0,32820,2020-04-21,Kentucky,37.66814,-84.670067
8924,LA,24854.0,111588.0,136442.0,,,1405.0,,136442,2020-04-21,Louisiana,31.169546,-91.867805
8925,MA,43168.0,141444.0,232074.0,4009.0,,2449.0,4009.0,184612,2020-04-21,Massachusetts,42.230171,-71.530106
8926,MD,14193.0,59442.0,73635.0,3158.0,930.0,732.0,3158.0,73635,2020-04-21,Maryland,39.063946,-76.802101
8927,ME,888.0,14076.0,14964.0,139.0,443.0,36.0,139.0,14964,2020-04-21,Maine,44.693947,-69.381927
8928,MI,39589.0,99667.0,139256.0,,3237.0,3471.0,,139256,2020-04-21,Michigan,43.326618,-84.536095
8929,MN,3452.0,48341.0,51793.0,629.0,1094.0,160.0,629.0,51793,2020-04-21,Minnesota,45.694454,-93.900192
8930,MO,5941.0,51179.0,57120.0,,,189.0,,57120,2020-04-21,Missouri,38.456085,-92.288368
8931,MP,14.0,51.0,65.0,,11.0,2.0,,65,2020-04-21,Northern Mariana Islands,15.09,145.67
8932,MS,4716.0,47648.0,52364.0,858.0,,183.0,858.0,52364,2020-04-21,Mississippi,32.741646,-89.678696
8933,MT,437.0,10804.0,11241.0,59.0,273.0,12.0,59.0,11241,2020-04-21,Montana,46.921925,-110.454353
8934,NC,6951.0,76380.0,83331.0,,,213.0,,83331,2020-04-21,North Carolina,35.630066,-79.806419
8935,ND,644.0,14343.0,15419.0,54.0,214.0,13.0,54.0,14987,2020-04-21,North Dakota,47.528912,-99.784012
8936,NE,1648.0,14724.0,16372.0,,,33.0,,16372,2020-04-21,Nebraska,41.12537,-98.268082
8937,NH,1491.0,12848.0,15948.0,206.0,521.0,42.0,206.0,14583,2020-04-21,New Hampshire,43.452492,-71.563896
8938,NJ,92387.0,92439.0,184826.0,,,5935.0,,184826,2020-04-21,New Jersey,40.298904,-74.521011
8939,NM,1971.0,36784.0,38755.0,291.0,501.0,58.0,291.0,38755,2020-04-21,New Mexico,34.840515,-106.248482
8940,NV,3937.0,29118.0,33055.0,,,193.0,,33055,2020-04-21,Nevada,38.313515,-117.055374
8941,NY,251690.0,397635.0,649325.0,67271.0,40482.0,14828.0,67271.0,649325,2020-04-21,New York,42.165726,-74.948051
8942,OH,13725.0,80989.0,94714.0,2779.0,,557.0,2779.0,94714,2020-04-21,Ohio,40.388783,-82.764915
8943,OK,2807.0,41537.0,44344.0,561.0,1702.0,164.0,561.0,44344,2020-04-21,Oklahoma,35.565342,-96.928917
8944,OR,2002.0,39126.0,41128.0,471.0,,78.0,471.0,41128,2020-04-21,Oregon,44.572021,-122.070938
8945,PA,34528.0,132323.0,166851.0,,,1564.0,,166851,2020-04-21,Pennsylvania,40.590752,-77.209755
8946,PR,1298.0,8789.0,10087.0,,,64.0,,11848,2020-04-21,Puerto Rico,18.22,-66.3
8947,RI,5972.0,32606.0,40679.0,674.0,315.0,186.0,674.0,38578,2020-04-21,Rhode Island,41.680893,-71.51178
8948,SC,4439.0,36838.0,41277.0,776.0,2063.0,124.0,776.0,41277,2020-04-21,South Carolina,33.856892,-80.945007
8949,SD,1755.0,11060.0,12815.0,100.0,824.0,8.0,100.0,12815,2020-04-21,South Dakota,44.299782,-99.438828
8950,TN,7394.0,100788.0,108182.0,760.0,3828.0,157.0,760.0,108182,2020-04-21,Tennessee,35.747845,-86.692345
8951,TX,20196.0,185203.0,205399.0,,6486.0,517.0,,205399,2020-04-21,Texas,31.054487,-97.563461
8952,UT,3296.0,69062.0,72358.0,277.0,888.0,32.0,277.0,72358,2020-04-21,Utah,40.150032,-111.862434
8953,VA,9630.0,48724.0,75079.0,1581.0,1418.0,324.0,1581.0,58831,2020-04-21,Virginia,37.769337,-78.169968
8954,VI,54.0,574.0,628.0,,48.0,3.0,,663,2020-04-21,Virgin Islands,18.04,-64.84
8955,VT,828.0,11767.0,12595.0,,,40.0,,12595,2020-04-21,Vermont,44.045876,-72.710686
8956,WA,13193.0,161625.0,174818.0,,,640.0,,174818,2020-04-21,Washington,47.400902,-121.490494
8957,WI,5509.0,47841.0,53350.0,1252.0,,242.0,1252.0,53569,2020-04-21,Wisconsin,44.268543,-89.616508
8958,WV,914.0,21849.0,22763.0,,330.0,26.0,,22763,2020-04-21,West Virginia,38.491226,-80.954453
8959,WY,320.0,7301.0,7621.0,52.0,237.0,6.0,52.0,7621,2020-04-21,Wyoming,42.755966,-107.30249
8960,AK,321.0,9803.0,10124.0,36.0,161.0,9.0,36.0,10124,2020-04-20,Alaska,61.370716,-152.404419
8961,AL,5025.0,40875.0,45900.0,641.0,,167.0,641.0,45900,2020-04-20,Alabama,32.806671,-86.79113
8962,AR,1923.0,24630.0,26553.0,291.0,749.0,42.0,291.0,26553,2020-04-20,Arkansas,34.969704,-92.373123
8963,AS,0.0,3.0,3.0,,,,,20,2020-04-20,American Samoa,-14.2,-170.69
8964,AZ,5064.0,49436.0,54500.0,1454.0,1155.0,187.0,1454.0,54500,2020-04-20,Arizona,33.729759,-111.431221
8965,CA,30978.0,259522.0,290500.0,,,1208.0,,290500,2020-04-20,California,36.116203,-119.681564
8966,CO,9730.0,36465.0,51291.0,1813.0,,422.0,1813.0,46195,2020-04-20,Colorado,39.059811,-105.311104
8967,CT,19815.0,42991.0,62806.0,,,1331.0,,62806,2020-04-20,Connecticut,41.597782,-72.755371
8968,DC,2927.0,11186.0,14113.0,,630.0,105.0,,14113,2020-04-20,District of Columbia,38.897438,-77.026817
8969,DE,2745.0,12508.0,15253.0,,495.0,99.0,,15253,2020-04-20,Delaware,39.318523,-75.507141
8970,FL,26660.0,239565.0,266225.0,4010.0,,806.0,4010.0,267329,2020-04-20,Florida,27.766279,-81.686783
8971,GA,18947.0,65381.0,84328.0,3550.0,,733.0,3550.0,84328,2020-04-20,Georgia,33.040619,-83.643074
8972,GU,133.0,991.0,1124.0,,112.0,5.0,,1124,2020-04-20,Guam,13.45,144.78
8973,HI,580.0,23595.0,24175.0,52.0,414.0,10.0,52.0,24175,2020-04-20,Hawaii,21.094318,-157.498337
8974,IA,3159.0,22661.0,25820.0,,1235.0,79.0,,25820,2020-04-20,Iowa,42.011539,-93.210526
8975,ID,1672.0,15773.0,17445.0,151.0,585.0,45.0,151.0,17445,2020-04-20,Idaho,44.240459,-114.478828
8976,IL,31508.0,116850.0,148358.0,,,1349.0,,148358,2020-04-20,Illinois,40.349457,-88.986137
8977,IN,11686.0,52953.0,64639.0,,,569.0,,64639,2020-04-20,Indiana,39.849426,-86.258278
8978,KS,1986.0,16775.0,18761.0,405.0,,100.0,405.0,18761,2020-04-20,Kansas,38.5266,-96.726486
8979,KY,2960.0,29612.0,32572.0,1059.0,1174.0,148.0,1059.0,32572,2020-04-20,Kentucky,37.66814,-84.670067
8980,LA,24523.0,111588.0,136111.0,,,1328.0,,136111,2020-04-20,Louisiana,31.169546,-91.867805
8981,MA,41416.0,136046.0,220251.0,3872.0,,2303.0,3872.0,177462,2020-04-20,Massachusetts,42.230171,-71.530106
8982,MD,13684.0,57713.0,71397.0,3014.0,917.0,683.0,3014.0,71397,2020-04-20,Maryland,39.063946,-76.802101
8983,ME,875.0,14076.0,14951.0,138.0,414.0,35.0,138.0,14951,2020-04-20,Maine,44.693947,-69.381927
8984,MI,38494.0,93393.0,131887.0,,3237.0,3347.0,,131887,2020-04-20,Michigan,43.326618,-84.536095
8985,MN,3190.0,46854.0,50044.0,602.0,1059.0,143.0,602.0,50044,2020-04-20,Minnesota,45.694454,-93.900192
8986,MO,5807.0,50206.0,56013.0,,,177.0,,56013,2020-04-20,Missouri,38.456085,-92.288368
8987,MP,14.0,51.0,65.0,,11.0,2.0,,65,2020-04-20,Northern Mariana Islands,15.09,145.67
8988,MS,4512.0,46922.0,51434.0,819.0,,169.0,819.0,51434,2020-04-20,Mississippi,32.741646,-89.678696
8989,MT,433.0,10618.0,11051.0,57.0,243.0,10.0,57.0,11051,2020-04-20,Montana,46.921925,-110.454353
8990,NC,6764.0,72720.0,79484.0,,,179.0,,79484,2020-04-20,North Carolina,35.630066,-79.806419
8991,ND,626.0,14120.0,15150.0,53.0,189.0,13.0,53.0,14746,2020-04-20,North Dakota,47.528912,-99.784012
8992,NE,1474.0,14206.0,15680.0,,,28.0,,15680,2020-04-20,Nebraska,41.12537,-98.268082
8993,NH,1392.0,12726.0,15354.0,198.0,521.0,41.0,198.0,14416,2020-04-20,New Hampshire,43.452492,-71.563896
8994,NJ,88806.0,89251.0,178057.0,,,5521.0,,178057,2020-04-20,New Jersey,40.298904,-74.521011
8995,NM,1845.0,35197.0,37042.0,274.0,487.0,55.0,274.0,37042,2020-04-20,New Mexico,34.840515,-106.248482
8996,NV,3830.0,28517.0,32347.0,,,180.0,,32347,2020-04-20,Nevada,38.313515,-117.055374
8997,NY,247512.0,386349.0,633861.0,65969.0,39085.0,14347.0,65969.0,633861,2020-04-20,New York,42.165726,-74.948051
8998,OH,12919.0,77920.0,90839.0,2653.0,,509.0,2653.0,90839,2020-04-20,Ohio,40.388783,-82.764915
8999,OK,2680.0,32966.0,35646.0,541.0,1614.0,143.0,541.0,35646,2020-04-20,Oklahoma,35.565342,-96.928917
9000,OR,1956.0,38089.0,40045.0,465.0,,75.0,465.0,40045,2020-04-20,Oregon,44.572021,-122.070938
9001,PA,33232.0,129720.0,162952.0,,,1204.0,,162952,2020-04-20,Pennsylvania,40.590752,-77.209755
9002,PR,1252.0,8486.0,9738.0,,,63.0,,11633,2020-04-20,Puerto Rico,18.22,-66.3
9003,RI,5585.0,30883.0,38378.0,629.0,267.0,175.0,629.0,36468,2020-04-20,Rhode Island,41.680893,-71.51178
9004,SC,4377.0,36103.0,40480.0,776.0,2063.0,120.0,776.0,40480,2020-04-20,South Carolina,33.856892,-80.945007
9005,SD,1685.0,10641.0,12326.0,87.0,709.0,7.0,87.0,12326,2020-04-20,South Dakota,44.299782,-99.438828
9006,TN,7238.0,93451.0,100689.0,730.0,3575.0,152.0,730.0,100689,2020-04-20,Tennessee,35.747845,-86.692345
9007,TX,19458.0,170936.0,190394.0,,5706.0,495.0,,190394,2020-04-20,Texas,31.054487,-97.563461
9008,UT,3213.0,65098.0,68311.0,268.0,776.0,28.0,268.0,68311,2020-04-20,Utah,40.150032,-111.862434
9009,VA,8990.0,47745.0,73105.0,1500.0,1324.0,300.0,1500.0,57203,2020-04-20,Virginia,37.769337,-78.169968
9010,VI,53.0,554.0,607.0,,48.0,3.0,,625,2020-04-20,Virgin Islands,18.04,-64.84
9011,VT,820.0,11671.0,12491.0,,15.0,38.0,,12491,2020-04-20,Vermont,44.045876,-72.710686
9012,WA,12923.0,157104.0,170027.0,,,629.0,,170027,2020-04-20,Washington,47.400902,-121.490494
9013,WI,5353.0,46603.0,51956.0,1211.0,,230.0,1211.0,52193,2020-04-20,Wisconsin,44.268543,-89.616508
9014,WV,902.0,21253.0,22155.0,,290.0,24.0,,22155,2020-04-20,West Virginia,38.491226,-80.954453
9015,WY,313.0,7073.0,7386.0,51.0,233.0,2.0,51.0,7386,2020-04-20,Wyoming,42.755966,-107.30249
9016,AK,319.0,9576.0,9895.0,36.0,153.0,9.0,36.0,9895,2020-04-19,Alaska,61.370716,-152.404419
9017,AL,4837.0,40875.0,45712.0,641.0,,154.0,641.0,45712,2020-04-19,Alabama,32.806671,-86.79113
9018,AR,1781.0,22428.0,24209.0,291.0,721.0,40.0,291.0,24209,2020-04-19,Arkansas,34.969704,-92.373123
9019,AS,0.0,3.0,3.0,,,,,20,2020-04-19,American Samoa,-14.2,-170.69
9020,AZ,4929.0,48061.0,52990.0,1387.0,994.0,184.0,1387.0,52990,2020-04-19,Arizona,33.729759,-111.431221
9021,CA,30333.0,250567.0,280900.0,,,1166.0,,288100,2020-04-19,California,36.116203,-119.681564
9022,CO,9433.0,35173.0,49465.0,1797.0,,411.0,1797.0,44606,2020-04-19,Colorado,39.059811,-105.311104
9023,CT,17550.0,40663.0,58213.0,,,1086.0,,58213,2020-04-19,Connecticut,41.597782,-72.755371
9024,DC,2793.0,10906.0,13699.0,,622.0,96.0,,13699,2020-04-19,District of Columbia,38.897438,-77.026817
9025,DE,2538.0,12256.0,14794.0,,466.0,90.0,,14794,2020-04-19,Delaware,39.318523,-75.507141
9026,FL,25996.0,230083.0,256079.0,3930.0,,781.0,3930.0,257258,2020-04-19,Florida,27.766279,-81.686783
9027,GA,18301.0,61632.0,79933.0,3464.0,,687.0,3464.0,79933,2020-04-19,Georgia,33.040619,-83.643074
9028,GU,133.0,943.0,1076.0,,112.0,5.0,,1076,2020-04-19,Guam,13.45,144.78
9029,HI,574.0,22896.0,23470.0,51.0,410.0,9.0,51.0,23470,2020-04-19,Hawaii,21.094318,-157.498337
9030,IA,2902.0,21648.0,24550.0,,1171.0,75.0,,24550,2020-04-19,Iowa,42.011539,-93.210526
9031,ID,1668.0,15773.0,17441.0,151.0,520.0,44.0,151.0,17441,2020-04-19,Idaho,44.240459,-114.478828
9032,IL,30357.0,112961.0,143318.0,,,1290.0,,143318,2020-04-19,Illinois,40.349457,-88.986137
9033,IN,11210.0,49932.0,61142.0,,,562.0,,61142,2020-04-19,Indiana,39.849426,-86.258278
9034,KS,1849.0,16281.0,18130.0,390.0,,92.0,390.0,18130,2020-04-19,Kansas,38.5266,-96.726486
9035,KY,2707.0,29518.0,32225.0,1059.0,1174.0,144.0,1059.0,32225,2020-04-19,Kentucky,37.66814,-84.670067
9036,LA,23928.0,111420.0,135348.0,,,1296.0,,135348,2020-04-19,Louisiana,31.169546,-91.867805
9037,MA,39820.0,129295.0,207288.0,3789.0,,2146.0,3789.0,169115,2020-04-19,Massachusetts,42.230171,-71.530106
9038,MD,12830.0,55061.0,67891.0,2886.0,914.0,626.0,2886.0,67891,2020-04-19,Maryland,39.063946,-76.802101
9039,ME,867.0,14076.0,14943.0,136.0,393.0,34.0,136.0,14943,2020-04-19,Maine,44.693947,-69.381927
9040,MI,37557.0,89758.0,127315.0,,3237.0,3236.0,,127315,2020-04-19,Michigan,43.326618,-84.536095
9041,MN,2914.0,46288.0,49202.0,574.0,1026.0,134.0,574.0,49202,2020-04-19,Minnesota,45.694454,-93.900192
9042,MO,5667.0,48242.0,53909.0,,,176.0,,53909,2020-04-19,Missouri,38.456085,-92.288368
9043,MP,14.0,42.0,56.0,,9.0,2.0,,60,2020-04-19,Northern Mariana Islands,15.09,145.67
9044,MS,4274.0,34791.0,39065.0,808.0,,159.0,808.0,39065,2020-04-19,Mississippi,32.741646,-89.678696
9045,MT,433.0,10465.0,10898.0,55.0,243.0,10.0,55.0,10898,2020-04-19,Montana,46.921925,-110.454353
9046,NC,6493.0,72279.0,78772.0,,,172.0,,78772,2020-04-19,North Carolina,35.630066,-79.806419
9047,ND,584.0,13045.0,14257.0,51.0,189.0,10.0,51.0,13629,2020-04-19,North Dakota,47.528912,-99.784012
9048,NE,1287.0,13288.0,14575.0,,,28.0,,14575,2020-04-19,Nebraska,41.12537,-98.268082
9049,NH,1342.0,12082.0,14701.0,192.0,513.0,38.0,192.0,13740,2020-04-19,New Hampshire,43.452492,-71.563896
9050,NJ,85301.0,85387.0,170688.0,,,5313.0,,170688,2020-04-19,New Jersey,40.298904,-74.521011
9051,NM,1798.0,34834.0,36632.0,258.0,465.0,53.0,258.0,36632,2020-04-19,New Mexico,34.840515,-106.248482
9052,NV,3728.0,27870.0,31598.0,,,172.0,,31598,2020-04-19,Nevada,38.313515,-117.055374
9053,NY,242786.0,374769.0,617555.0,64550.0,37596.0,13869.0,64550.0,617555,2020-04-19,New York,42.165726,-74.948051
9054,OH,11602.0,75697.0,87299.0,2565.0,,471.0,2565.0,87299,2020-04-19,Ohio,40.388783,-82.764915
9055,OK,2599.0,32966.0,35565.0,541.0,1575.0,140.0,541.0,35565,2020-04-19,Oklahoma,35.565342,-96.928917
9056,OR,1910.0,37128.0,39038.0,456.0,,74.0,456.0,39038,2020-04-19,Oregon,44.572021,-122.070938
9057,PA,32284.0,126570.0,158854.0,,,1112.0,,158854,2020-04-19,Pennsylvania,40.590752,-77.209755
9058,PR,1213.0,8280.0,9493.0,,,62.0,,11332,2020-04-19,Puerto Rico,18.22,-66.3
9059,RI,5207.0,29289.0,35950.0,605.0,244.0,164.0,605.0,34496,2020-04-19,Rhode Island,41.680893,-71.51178
9060,SC,4377.0,36103.0,40480.0,776.0,2633.0,120.0,776.0,40480,2020-04-19,South Carolina,33.856892,-80.945007
9061,SD,1635.0,10427.0,12062.0,74.0,646.0,7.0,74.0,12062,2020-04-19,South Dakota,44.299782,-99.438828
9062,TN,7070.0,90028.0,97098.0,724.0,3344.0,148.0,724.0,97098,2020-04-19,Tennessee,35.747845,-86.692345
9063,TX,18923.0,163787.0,182710.0,,5334.0,477.0,,182710,2020-04-19,Texas,31.054487,-97.563461
9064,UT,3069.0,60486.0,63555.0,259.0,679.0,27.0,259.0,63555,2020-04-19,Utah,40.150032,-111.862434
9065,VA,8537.0,46196.0,70666.0,1422.0,1267.0,277.0,1422.0,55232,2020-04-19,Virginia,37.769337,-78.169968
9066,VI,53.0,548.0,601.0,,48.0,3.0,,623,2020-04-19,Virgin Islands,18.04,-64.84
9067,VT,817.0,11450.0,12267.0,,15.0,38.0,,12267,2020-04-19,Vermont,44.045876,-72.710686
9068,WA,12589.0,152470.0,165059.0,,,615.0,,165059,2020-04-19,Washington,47.400902,-121.490494
9069,WI,5176.0,45323.0,50499.0,1190.0,,220.0,1190.0,50747,2020-04-19,Wisconsin,44.268543,-89.616508
9070,WV,863.0,19168.0,20031.0,,265.0,18.0,,20031,2020-04-19,West Virginia,38.491226,-80.954453
9071,WY,309.0,6972.0,7281.0,50.0,227.0,2.0,50.0,7281,2020-04-19,Wyoming,42.755966,-107.30249
9072,AK,314.0,9341.0,9655.0,36.0,147.0,9.0,36.0,9655,2020-04-18,Alaska,61.370716,-152.404419
9073,AL,4655.0,37883.0,42538.0,620.0,,146.0,620.0,42538,2020-04-18,Alabama,32.806671,-86.79113
9074,AR,1739.0,22402.0,24141.0,291.0,703.0,38.0,291.0,24141,2020-04-18,Arkansas,34.969704,-92.373123
9075,AS,0.0,3.0,3.0,,,,,20,2020-04-18,American Samoa,-14.2,-170.69
9076,AZ,4719.0,46326.0,51045.0,1341.0,539.0,177.0,1341.0,51045,2020-04-18,Arizona,33.729759,-111.431221
9077,CA,28963.0,230703.0,259666.0,,,1072.0,,266866,2020-04-18,California,36.116203,-119.681564
9078,CO,9047.0,34260.0,47884.0,1755.0,,391.0,1755.0,43307,2020-04-18,Colorado,39.059811,-105.311104
9079,CT,16809.0,38653.0,55462.0,,,1036.0,,55462,2020-04-18,Connecticut,41.597782,-72.755371
9080,DC,2666.0,10602.0,13268.0,,608.0,91.0,,13268,2020-04-18,District of Columbia,38.897438,-77.026817
9081,DE,2323.0,11694.0,14017.0,,423.0,86.0,,14017,2020-04-18,Delaware,39.318523,-75.507141
9082,FL,25269.0,221258.0,246527.0,3842.0,,754.0,3842.0,246527,2020-04-18,Florida,27.766279,-81.686783
9083,GA,17669.0,56539.0,74208.0,3420.0,,673.0,3420.0,74208,2020-04-18,Georgia,33.040619,-83.643074
9084,GU,133.0,943.0,1076.0,,110.0,5.0,,1076,2020-04-18,Guam,13.45,144.78
9085,HI,553.0,21790.0,22343.0,48.0,390.0,9.0,48.0,22343,2020-04-18,Hawaii,21.094318,-157.498337
9086,IA,2513.0,20434.0,22947.0,,1095.0,74.0,,22947,2020-04-18,Iowa,42.011539,-93.210526
9087,ID,1655.0,15292.0,16947.0,151.0,453.0,43.0,151.0,16947,2020-04-18,Idaho,44.240459,-114.478828
9088,IL,29160.0,108244.0,137404.0,,,1259.0,,137404,2020-04-18,Illinois,40.349457,-88.986137
9089,IN,10641.0,46232.0,56873.0,,,545.0,,56873,2020-04-18,Indiana,39.849426,-86.258278
9090,KS,1790.0,15886.0,17676.0,383.0,,86.0,383.0,17676,2020-04-18,Kansas,38.5266,-96.726486
9091,KY,2522.0,28074.0,30596.0,1008.0,979.0,137.0,1008.0,30596,2020-04-18,Kentucky,37.66814,-84.670067
9092,LA,23580.0,114419.0,137999.0,,,1267.0,,137999,2020-04-18,Louisiana,31.169546,-91.867805
9093,MA,37527.0,124604.0,201692.0,3728.0,,1983.0,3728.0,162131,2020-04-18,Massachusetts,42.230171,-71.530106
9094,MD,12308.0,53062.0,65370.0,2757.0,771.0,582.0,2757.0,65370,2020-04-18,Maryland,39.063946,-76.802101
9095,ME,847.0,14076.0,14923.0,136.0,382.0,32.0,136.0,14923,2020-04-18,Maine,44.693947,-69.381927
9096,MI,37029.0,87114.0,124143.0,,3237.0,3107.0,,124143,2020-04-18,Michigan,43.326618,-84.536095
9097,MN,2788.0,45182.0,47970.0,561.0,997.0,121.0,561.0,47970,2020-04-18,Minnesota,45.694454,-93.900192
9098,MO,5517.0,48242.0,53759.0,,,175.0,,53759,2020-04-18,Missouri,38.456085,-92.288368
9099,MP,14.0,42.0,56.0,,9.0,2.0,,60,2020-04-18,Northern Mariana Islands,15.09,145.67
9100,MS,3974.0,34791.0,38765.0,782.0,,152.0,782.0,38765,2020-04-18,Mississippi,32.741646,-89.678696
9101,MT,426.0,10143.0,10569.0,55.0,234.0,10.0,55.0,10569,2020-04-18,Montana,46.921925,-110.454353
9102,NC,6140.0,70071.0,76211.0,,,164.0,,76211,2020-04-18,North Carolina,35.630066,-79.806419
9103,ND,528.0,12435.0,13325.0,47.0,183.0,9.0,47.0,12963,2020-04-18,North Dakota,47.528912,-99.784012
9104,NE,1138.0,12539.0,13677.0,,,24.0,,13677,2020-04-18,Nebraska,41.12537,-98.268082
9105,NH,1287.0,11565.0,14100.0,190.0,468.0,37.0,190.0,13026,2020-04-18,New Hampshire,43.452492,-71.563896
9106,NJ,81420.0,81116.0,162536.0,,,5142.0,,162536,2020-04-18,New Jersey,40.298904,-74.521011
9107,NM,1711.0,33902.0,35613.0,242.0,382.0,51.0,242.0,35613,2020-04-18,New Mexico,34.840515,-106.248482
9108,NV,3626.0,27125.0,30751.0,,,168.0,,30751,2020-04-18,Nevada,38.313515,-117.055374
9109,NY,236732.0,359800.0,596532.0,63103.0,35458.0,13362.0,63103.0,596532,2020-04-18,New York,42.165726,-74.948051
9110,OH,10222.0,68819.0,79041.0,2519.0,,451.0,2519.0,79041,2020-04-18,Ohio,40.388783,-82.764915
9111,OK,2570.0,32966.0,35536.0,541.0,1515.0,139.0,541.0,35536,2020-04-18,Oklahoma,35.565342,-96.928917
9112,OR,1844.0,35739.0,37583.0,449.0,,72.0,449.0,37583,2020-04-18,Oregon,44.572021,-122.070938
9113,PA,31069.0,122896.0,153965.0,,,836.0,,153965,2020-04-18,Pennsylvania,40.590752,-77.209755
9114,PR,1118.0,8055.0,9173.0,,,60.0,,10933,2020-04-18,Puerto Rico,18.22,-66.3
